id,category,subcategory,transliteration,translation,arabic,reference
629,Family & Social,"Invocation for someone who tells you: ""May Allah bless you""",Wa feeka baarakallaahu.,And may Allah bless you.,وَفِيكَ بَارَكَ اللهُ,"Reference: Ibn As-Sunni, p. 138, (no. 278). See also Ibn Al-Qayyim, Al-Wdbil As-Sayyib, p. 304, with checking by Basheer Muhammad 繕yoon."
628,Family & Social,Invocation (upon receipt of the loan) for someone who lends you money,"Baarakallaahu laka fee 'ahlika wa maalika, 'innamaa jazaa'us-salafil-hamdu wal'adaa'.","May Allah bless you in your family and your wealth, surely the reward for a loan is praise and returning (what was borrowed).",بَارَكَ اللهُ لَكَ فِي أَهْلِكَ وَمَالِكَ، إِنَّمَا جَزَاءُ السَّلَفِ الْحَمْدُ وَالْأَدَاءُ,"Reference: An-Nasa'i, 'Amalul-Yawm wal-Laylahp. 300, Ibn Majah 2/809. See also Al-Albani, Sahih Ibn Majah2/55."
673,Hajj & Umrah,Invocation between Yemenite Corner and Black Stone,Rabbanaa 'aatinaa fid-dunyaa hasanatan wa fil-'aakhirati hasanatan wa qinaa 'athaaban-naar.,"Our Lord, grant us the good things in this world and the good things in the next life and save us from the punishment of the Fire.",رَبَّنَآ ءَاتِنَا فِى ٱلدُّنْيَا حَسَنَةً وَفِى ٱلْءَاخِرَةِ حَسَنَةً وَقِنَا عَذَابَ ٱلنَّارِ,"Abu Dawud 2/179, Ahmad 3/411, Al-Baghawi, Sharhus-Sunnah 7/128. Al-Albani graded it good in Sahih Abu Dawud 1/354. The Ayat is from Surat Al-Baqarah, 2:201."
675,Hajj & Umrah,Invocation on the Day of Arafat,"The Prophet ﷺ said: The best invocation is that of the Day of Arafat, and the best that anyone can say is what I and the Prophets before me have said: Laa 'ilaaha 'illallaahu wahdahu laa shareeka lahu, lahul-mulku wa lahul-hamdu wa Huwa 'alaa kulli shay'in Qadeer.
","None has the right to be worshipped but Allah alone, Who has no partner. His is the dominion and His is the praise, and He is Able to do all things.
",لَا إِلٰهَ إِلَّا اللهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,"At-Tirmithi. Al-Albani graded it good in Sahih At-Tirmithi 3/184, and also Silsilatul-'Ahadith As-Sahihah 4/6."
674,Hajj & Umrah,Invocation while standing at Safa and Marwah,"'Innas-Safaa wal-Marwata min sha'aa'irillaah. 'Abda'u bimaa bada'allaahu bihi. [ He began (his Sa'y) at Mount Safa climbing it until he could see the House. He then faced the Qiblah repeating the words: ] Laa 'ilaaha 'illallaah, Allaahu 'Akbar [ then he said: ] Laa 'ilaaha 'illallaahu wahdahu laa shareeka lahu, lahul-mulku wa lahul-hamdu wa Huwa 'alaa kulli shay'in Qadeer, laa 'ilaaha 'illallaahu wahdahu, 'anjaza wa'dahu, wa nasara 'abdahu, wa hazamal 'ahzaaba wahdahu.","Surely Safa and Marwah are among the signs of Allah. I begin by that which Allah began. [ He began (his Sa'y) at Mount Safa climbing it until he could see the House. He then faced the Qiblah repeating the words: ] There is none worthy of worship but Allah, and Allah is the Most Great. [ then he said: ] None has the right to be worshipped but Allah alone, Who has no partner, His is the dominion and His is the praise, and He is Able to do all things. None has the right to be worshipped but Allah alone, He fulfilled His Promise, He aided His slave, and He alone defeated Confederates. [ Then he would ask Allah for what he liked, repeating the same thing like this three times. He did at Mount Marwah as he did at Mount Safa. ]","
Whenever the Prophet (peace and blessings be upon him) approached Mount Safa, he would recite 

 ﴿ إِنَّ ٱلصَّفَا وَالْمَرْوَةَ مِنْ شَعَآئِرِ اللَّهِۖ ﴾ 

 He began (his Sa'y) at Mount Safa climbing it until he could see the House. He then faced the Qiblah repeating the words 

 لَا إِلٰهَ إِلَّا اللهُ، اللهُ أَكْبَرُ. 

 Then he said 

 لَا إِلٰهَ إِلَّا اللهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ، لَا إِلٰهَ إِلَّا اللهُ وَحْدَهُ، أَنْجَزَ وَعْدَهُ، وَنَصَرَ عَبْدَهُ، وَهَزَمَ الأَحْزَابَ وَحْدَهُ ",Muslim 2/888.
672,Hajj & Umrah,Saying Allahu Akbar when passing the Black Stone,null,"The Prophet ﷺ performed Tawaf riding a camel. Every time he passed the corner (containing the Black Stone), he would point to it with something that he was holding and say: Allaahu 'Akbar (Allah is the Most Great)!",null,"Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 3/476. See also 472. The 'something' that was referred to in this Hadith was a cane."
677,Hajj & Umrah,Saying Allahu Akbar while stoning the pillars at Mina,null,"The Prophet ﷺ said Allaahu 'Akbar (Allah is the Most Great) with each pebble he threw at the three pillars. Then he went forward, stood facing the Qiblah and raised his hands and called upon Allah. That was after (stoning) the first and second pillar. As for the third, he stoned it and called out Allaahu 'Akbar with every pebble he threw, but when he was finished he left without standing at it (for supplications).",null,"Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 3/581, 3, 4, and Muslim."
676,Hajj & Umrah,Supplication at Muzdalifah,null,"The Prophet ﷺ rode his camel, Al-Qaswa', until he reached the sacred area (Al-Mash'aril-Haraam). Then he faced the Qiblah and invoked Allah, and repeatedly said the words: Allaahu 'Akbar (Allah is the Most Great), Allaahu 'Ahad (Allah is One) and Laa 'ilaaha 'illallaah (There is none worthy of worship but Allah). He remained stationary until the sky became yellow with the dawn, and then pressed on before sunrise.",null,Muslim 2/891.
671,Hajj & Umrah,The pilgrim's announcement of his arrival for Hajj or Umrah,"Labbayk Allaahumma labbayk, labbayk laa shareeka laka labbayk, 'innal-hamda, wanni'mata, laka walmulk, laa shareeka laka.","I am here at Your service, O Allah, I am here at Your service. I am here at Your service, You have no partner, I am here at Your service. Surely the praise, and blessings are Yours, and the dominion. You have no partner.",لَبَّيْكَ اللهُمَّ لَبَّيْكَ، لَبَّيْكَ لَا شَرِيكَ لَكَ لَبَّيْكَ، إِنَّ الْحَمْدَ، وَالنَّعْمَةُ، لَكَ وَالْمُلْكَ، لَا شَرِيكَ لَكَ,"Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 3/408, Muslim 2/841."
601,Hardship & Emotions,Invocation against an enemy,"Allaahumma munzilal-kitaabi, saree'al-hisaabi, ihzimil-'ahzaaba, Allaahumma ihzimhum wa zalzilhum.","Allah, Revealer of the Book, Swift to account , defeat the groups (of disbelievers) . O Allah , defeat them and shake them.",اللهُمَّ مُنْزِلَ الْكِتَابِ، سَرِيعَ الْحِسَابِ، اهُزِمِ الْأَحْزَابِ، اللهُمَّ اهْزِمْهُمْ وَزَلْزِلْهُمْ,Reference: Muslim 3/1362.
607,Hardship & Emotions,Invocation against the distractions of Satan during prayer,'A'oothu billaahi minash-Shaytaanir-rajeem.,(Say:) I seek refuge in Allah from Satan the outcast (then spit to your left). (Do this three times reciting in Arabic.),أَعُوذُ بِاللهِ مِنَ الشَّيطَانِ الرَّجِيمِ,Reference: Muslim 4/1729.
614,Hardship & Emotions,Invocation for anger,'A'oothu billaahi minash-Shaytaanir-rajeem.,I seek refuge in Allah from Satan the outcast.,أَعُوذُ بِاللهِ مِنَ الشَّيطَانِ الرِّجِيمِ,"Reference: Al-Bukhari 7/99, Muslim 4/2015."
608,Hardship & Emotions,Invocation for when something becomes difficult,Allaahumma laa sahla 'illaa maal ja'altahu sahlan wa 'Anta taj'alul-hazna 'ithaa shi'ta sahlan.,"O Allah, there is no ease other than what You make easy. If You please You ease sorrow.",اللهُمَّ لَا سَهْلَ إِلَّا مَا جَعَلْتَهُ سَهْلًا وَأَنْتَ تَجْعَلُ الْحَزْنَ إِذَا شِئْتَ سَهْلًا,"Reference: Ibn Hibban in his Sahih (no. 2427), and Ibn As- Sunni (no. 351). Al-Hafidh (Ibn Hajar) said that this Hadith is authentic. It was also declared authentic by 'Abdul-Qadir Al-Arna'ut in his checking of An-Nawawi's Kitabul-Athkarp. p106."
613,Hardship & Emotions,"Invocation for when something you dislike happens, or you fail",Qadarullaahi wa maa shaa'afa'ala.,It is the Decree of Allah and He does whatever He wills.,قَدَرُ اللهِ وَمَا شَاءَ فَعَلَ,"Reference: ""The strong believer is better and more dear to Allah than the weak believer, and in each of them there is good. Be vigilant for what is to your benefit and seek the help of Allah and do not falter. But when you are striken by some setback, do not say: 'If only I had done such and such,' rather say: 'It is the Decree of Allah and He does whatever He wills.' For verily the saying 'if (i.e. if only I had) begins the work of the Devil."" Muslim 4/2052."
610,Hardship & Emotions,Invocations against the Devil and his promptings,'A'oothu billaahi minash-Shaytaanir-rajeem.,(Say:) I seek refuge in Allah from Satan the outcast (then spit to your left). (Do this three times reciting in Arabic.),أَعُوذُ بِاللهِ مِنَ الشَّيطَانِ الرَّجِيمِ,Reference: Muslim 4/1729.
611,Hardship & Emotions,Invocations against the Devil and his promptings,null,The call to prayer - 'Athan.,null,"Reference: Muslim 1/291, Al-Bukhari 1/151."
612,Hardship & Emotions,Invocations against the Devil and his promptings,null,Saying words of Allah's remembrance (Thikr) and recitation of the Qur'an.,null,"Reference: ""Do not turn your homes into graveyards, surely the Devil flees from the house in which Surat Al-Baqarah is read,"" Muslim 1/539. The Devil is also driven out by the invocations for morning and evening, those that are said before sleeping and upon waking up, those for entering and leaving the house, including those for entering and leaving the mosque, and by many other authentic invocations taught to us by the Prophet (SAW) such as the reading of 'Ayatul-Kursi, (Al-Baqarah 2:255), and the last two 'Ayat of Surat Al-Baqarah before going to sleep. Whoever says: ""There is none worthy of worship but Allah alone, Who has no partner, His is the dominion and His is the praise, and he is Able to do all things,"" one hundred times, it will be a protection for him from the Devil throughout the day.'"
599,Hardship & Emotions,Invocations against the oppression of rulers,"Allaahumma Rabbas-samaawaatis-sab'i, wa Rabbal-'Arshil-'Adheem, kun lee jaaran min [here you mention the person's name], wa 'ahzaabihi min khalaa'iqika, 'an yafruta 'alayya 'ahadun minhum 'aw yatghaa, 'azzajaaruka, wajalla thanaa'uka, wa laa 'ilaaha 'illaa 'Anta .","O Allah , Lord of the seven heavens , Lord of the Magnificent Throne , be for me a support against [such and such a person] and his helpers from among your creatures, lest any of them abuse me or do me wrong. Mighty is Your patronage and glorious are Your praises. There is none worthy of worship but You.",اللهُمَّ رَبِّ السَّمٰوَاتِ السَّبْعِ، وَرَبَّ الْمَرْشِ الْعَظِيمِ، كُنْ لِي جَارًا مِنْ فُلَانِ بْنِ فُلَانٍ، وَأَحْزَابِهِ مِنْ خَلَائِقِكَ؛ أَنْ يَفْرُطَ عَلَيَّ أَحَدٌ مِنْهُمْ أَوْ يَطْغَى، عَزَّ جَارُكَ، وَجَلَّ ثَنَاؤُكَ، وَلَا إِلَهَ إِلَّا أَنْتَ,"Reference: Al-Bukhari, Al-'Adab Al-Mufrad (no. 707). Al-Albani graded it authentic in Sahih Al-'Adab Al-Mufrad (no. 545)."
600,Hardship & Emotions,Invocations against the oppression of rulers,"Allahu 'Akbar, Allahu 'a'azzu min khalqihi jamee'an, Allaahu 'a'azzu mimmaa 'akhaafu wa 'ahtharu, 'a'oothu billaahil-lathee laa 'ilaaha 'illaa Huwa, almumsikis-samaawaatis-sab'i 'an yaqa'na 'alal-'ardhi 'illaa. bi'ithnihi, min sham 'abdika [name of the person] , wa junoodihi wa 'atbaa'ihi wa 'ashyaa'ihi, minal-jinni wal'insi, Allaahumma kun lee jaaran min sharrihim, jalla thanaa'uka wa 'azza jaaruka, wa tabaarakasmuka , wa laa 'ilaaha ghayruka.","Allah is the Most Great , Mightier than all His creation . He is Mightier than what I fear and dread. I seek refuge in Allah, Who there is none worthy of worship but Him . He is the One Who holds the seven heavens from falling upon the earth except by His command . [I seek refuge in You Allah] from the evil of Your slave [name of the person], and his helpers, his followers and his supporters from among the jinn and mankind. O Allah, be my support against their evil. Glorious are Your praises and mighty is Your patronage. Blessed is Your Name, there is no true God but You. (Recite three times in Arabic.)",اللهُ أَكْبَرُ، اللهُ أَعَزُّ مِنْ خَلْقِهِ جَمِيعًا، اللهُ أَعَزُّ مِمَّا أَخَافُ وَأَحْذَرُ، أَعُوذُ بِاللهِ الَّذِي لَا إِلَهَ إِلَّا هُوَ، الْمُمْسِكِ السَّمٰوَاتِ السَّبْعِ أَنْ يَقَعْنَ عَلَى الْأَرْضِ إِلَّا بِإِذْنِهِ، مِنْ شَرِّ عَبْدِكَ فُلَانٍ، وَجُنُودِهِ وَأَتْبَاعِهِ وَأَشْيَاعِهِ، مِنَ الْجِنِّ وَالْإِنْسِ، اللهُمَّ كُنْ لِي حَارًا مِنْ شَرِّهِمْ، جَلَّ ثَنَاؤُكَ وَعَزَّ جَارُكَ، وَتَبَارَكَ، وَلَا إِلَهَ غَيْرُكَ,"Reference: Al-Bukhari, Al-'Adab Al-Mufrad (no. 708). Al-Albani graded it authentic in Sahih Al-'Adab Al-Mufrad (no. 546)."
592,Hardship & Emotions,Invocations for anguish,"Laa 'ilaaha 'illallaahul-'Adheemul-Haleem, laa 'ilaaha 'illallaahu Rabbul-'Arshil-'Adheem, laa 'ilaaha 'illallaahu Rabbus-samaawaati wa Rabbul-'ardhi wa Rabbul-'Arshil-Kareem.","There is none worthy of worship but Allah the Mighty, the Forbearing. There is none worthy of worship but Allah, Lord of the Magnificent Throne. There is none worthy of worship but Allah, Lord of the heavens and Lord of the earth, and Lord of the Noble Throne.",لَا إِلَهَ إِلَّا اللهُ الْعَظِيمُ الْعَلِيمُ، لَا إِلَهَ إِلَّا اللهُ رَبُّ الْعَرْشِ الْعَظِيمِ، لَا إِلَهَ إِلَّا اللهُ رَبُّ السَّمٰوَاتِ وَرَبُّ الْأَرْضِ وَرَبُّ الْعَرْشِ الْكَرِيمِ,"Reference: Al-Bukhari 8/154, Muslim 4/2092"
593,Hardship & Emotions,Invocations for anguish,"Allaahumma rahmataka 'arjoo falaa takilnee 'ilaa nafsee tarfata 'aynin, wa 'aslih lee sha'nee kullahu, laa'ilaaha 'illaa 'Anta.","O Allah , I hope for Your mercy . Do not leave me to myself even for the blinking of an eye (i.e. a moment) . Correct all of my affairs for me . There is none worthy of worship but You.",اللهُمَّ رَحْمَتَكَ أرْجُو فَلَا تَكِلْنِي إِلَى نَفْسِي طَرْفَةَ عَيْنٍ وَأَصْلِحْ لِي شَأْنِي كُلَّهُ، لَا إِلَهَ إِلَّا أَنْتَ,"Reference: Abu Dawud 4/324, Ahmad 5/42. Al-Albani graded it as good in Sahih Abu Dawud 3/959."
594,Hardship & Emotions,Invocations for anguish,Laa 'ilaaha 'illaa 'Anta subhaanaka 'innee kuntu minadh-dhaalimeen.,"There is none worthy of worship but You, glory is to You. Surely, I was among the wrongdoers.",لَا إِلَهَ إِلَّا أَنْتَ سُبْحَانَكَ إِنِّي كُنْتُ مِنَ الظَّالِمِينَ,"Reference: At-Tirmithi 5/529. Al-Hakim declared it authentic and Ath-Thahabi agreed with him 1/ 505. See also Al-Albani, Sahih At-Tirmithi 3/168."
